gender,carType,carCat,job,cover,age,nYears,carVal,density,claimNumbMD,pred_claim_prob,pred_cond_sev,pred_expected_loss,pct_rank,action_band
Male,A,Large,Self-employed,0,36,1,17020,180.0831298,1,0.4429861088523058,451.2586490585628,199.901313032401,0.5371357067893759,3-Standard (20-80%)
Female,D,Medium,Self-employed,0,19,3,8775,100.9312267,1,0.6471821008699917,566.4997677728837,366.62850984961733,0.843263098409623,2-Medium Review (80-95%)
Female,E,Small,Unemployed,0,32,0,11550,162.9324677,1,0.6147303495742329,435.5682810664631,267.7570416834346,0.7068701057560346,3-Standard (20-80%)
Male,D,Large,Self-employed,1,39,4,9915,222.735365,1,0.4732355905005225,428.34353666020536,202.7074065084745,0.5469847420682974,3-Standard (20-80%)
Male,B,Small,Housewife,0,24,4,17260,27.01981982,1,0.622786245290089,471.04601714828027,293.3609803786283,0.751150399612497,3-Standard (20-80%)
Female,A,Medium,Unemployed,1,25,0,4880,129.8552354,1,0.6291080148787601,609.0104717394144,383.1333689163602,0.8594494227819488,2-Medium Review (80-95%)
Male,B,Small,Unemployed,1,40,0,6810,91.54176264,1,0.456695271716093,472.3273662626891,215.70967487428538,0.5845644627431985,3-Standard (20-80%)
Male,E,Medium,Housewife,1,44,3,6825,125.9456252,1,0.5057856268610771,335.60970365894326,169.74656434579893,0.43093565835149755,3-Standard (20-80%)
Male,A,Large,Employed,1,40,4,6095,23.58652635,1,0.2937240182864066,374.39776865715993,109.96961704744547,0.1678776136271898,4-Low Risk (Bottom 20%)
Male,A,Medium,Unemployed,0,33,2,24615,222.711392,1,0.6246728127425287,614.1780828255336,383.66035052343983,0.8596916121740534,2-Medium Review (80-95%)
Male,D,Medium,Employed,0,21,0,12365,156.1042255,1,0.7550624660447798,642.630609816761,485.2262530041042,0.9384031646080568,2-Medium Review (80-95%)
Female,C,Large,Unemployed,0,18,0,13295,148.4945135,1,0.7853229319357101,730.0271067974828,573.307027902743,0.9740050052474368,1-Highest Review (Top 5%)
Male,E,Small,Employed,0,37,12,5700,36.54775004,1,0.33045732644079157,287.97454030348104,95.16329667170432,0.10406070880762089,4-Low Risk (Bottom 20%)
Male,B,Small,Employed,0,21,0,18925,58.59040352,1,0.6756433413721477,589.0246424473244,397.9705775736448,0.8736175022200694,2-Medium Review (80-95%)
Male,B,Large,Employed,0,29,7,25870,32.04149695,1,0.4686945949906687,396.0314584385882,185.61780401643793,0.4904738839105514,3-Standard (20-80%)
Male,D,Large,Unemployed,1,20,7,8515,33.73278519,1,0.6548018338000954,554.7049670927164,363.2218296703323,0.8398724469201583,2-Medium Review (80-95%)
Male,B,Large,Housewife,1,26,9,22495,65.3447011,1,0.5712643377130908,351.1807574192424,200.61704280468513,0.5392750464196335,3-Standard (20-80%)
Female,E,Large,Unemployed,0,42,4,7275,223.3475567,1,0.5727821802742884,454.8414792777067,260.5250941798674,0.6914103495600226,3-Standard (20-80%)
Male,D,Large,Housewife,0,32,7,15910,181.4165594,1,0.5941273471408771,349.1747985394941,207.45429674471984,0.5613142811011544,3-Standard (20-80%)
Male,B,Small,Housewife,0,23,6,14760,171.3729361,1,0.7440511438230091,565.3311251123539,420.63527027859556,0.8937595866634375,2-Medium Review (80-95%)
Male,C,Medium,Self-employed,0,50,3,43900,222.711392,1,0.5302601430008201,532.3471131115052,282.28245632458055,0.7325421813191249,3-Standard (20-80%)
Male,D,Medium,Employed,1,35,2,20460,178.2443114,1,0.5241326639716613,398.3275005675527,208.7764540056448,0.5655122305643013,3-Standard (20-80%)
Female,E,Medium,Self-employed,0,57,4,24475,222.6929824,1,0.4885785259887908,360.4461175082392,176.10623279055798,0.45616372002906275,3-Standard (20-80%)
Male,D,Medium,Employed,1,42,11,19720,161.4389472,1,0.4229432943894307,328.3534627362083,138.87489525382912,0.3039880519899895,3-Standard (20-80%)
Male,A,Large,Self-employed,1,46,3,13095,136.1308048,1,0.370635873381868,424.0641965732562,157.17340386690896,0.37963187212400096,3-Standard (20-80%)
Male,C,Large,Housewife,1,37,1,23260,258.9237292,1,0.6482473957812992,393.43542648212554,255.04349062514268,0.6788972309679503,3-Standard (20-80%)
Female,C,Medium,Housewife,1,25,6,6655,185.1345389,1,0.6582389211648585,455.92747142621624,300.10920692101445,0.7613223540808912,3-Standard (20-80%)
Female,C,Small,Unemployed,1,27,9,1410,63.5211087,1,0.49746208078594295,408.6119007586682,203.2689263853063,0.5488415274077663,3-Standard (20-80%)
Female,D,Medium,Unemployed,0,24,3,27710,31.60580864,1,0.6359443364014672,497.6706703902711,316.49084422781425,0.7860256720755631,3-Standard (20-80%)
Female,D,Medium,Employed,1,25,1,5825,129.4194752,1,0.6044245600847598,447.0297862454772,270.19578189620677,0.7107047711310245,3-Standard (20-80%)
Male,B,Medium,Employed,1,30,2,8155,185.8513852,1,0.5448767537521313,523.0179743174695,284.9803360001183,0.7365383062888512,3-Standard (20-80%)
Female,D,Small,Employed,0,34,2,17250,140.4108252,1,0.4881739767838975,344.1252911406896,167.993011888067,0.42423508516993624,3-Standard (20-80%)
Female,A,Large,Unemployed,1,48,11,49930,114.1413271,1,0.4041374384659777,370.93363831532685,149.90817042962163,0.35020586098328893,3-Standard (20-80%)
Female,C,Small,Unemployed,1,38,14,2675,39.45913644,1,0.29392731814226836,326.961077194253,96.10279255661396,0.10825865827076774,4-Low Risk (Bottom 20%)
Male,D,Small,Employed,0,56,2,22140,24.89492323,1,0.36627591935258974,306.75014258262723,112.35519048598978,0.17998708323242107,4-Low Risk (Bottom 20%)
Male,C,Medium,Self-employed,1,28,6,8440,29.82213153,1,0.39984386557298923,433.43785203965064,173.30746624518727,0.44482118349882943,3-Standard (20-80%)
Female,A,Medium,Unemployed,0,27,9,14480,137.8151761,1,0.5624113178359593,503.30674003235606,283.06540693731796,0.7338742229757004,3-Standard (20-80%)
Female,B,Medium,Retired,1,61,1,8225,259.0040603,1,0.23155492145599,704.8918916767077,163.22118661216425,0.4043755550173569,3-Standard (20-80%)
Female,E,Medium,Housewife,0,21,7,3690,206.2302755,1,0.7655670450913635,485.91391323839815,371.9996787267017,0.8482279809477679,2-Medium Review (80-95%)
Female,B,Medium,Employed,0,31,8,15100,99.17167477,1,0.4188104427832318,362.8008082711925,151.94476715417252,0.35860175990958265,3-Standard (20-80%)
Male,D,Small,Housewife,1,32,6,5235,67.42478707,1,0.4655778883515956,305.6782268708839,142.3170233816061,0.317712117542585,3-Standard (20-80%)
Male,D,Small,Unemployed,0,24,4,14990,160.3435748,1,0.7664396647083627,680.229283107614,521.3547036698096,0.955477516751433,1-Highest Review (Top 5%)
Male,E,Small,Employed,1,25,14,4600,23.58652635,1,0.5103183432477306,393.86770013414724,200.997912191252,0.5407685476709454,3-Standard (20-80%)
Female,D,Medium,Employed,0,50,0,47565,208.6667182,1,0.5343316287776336,405.4777625196901,216.65959328025653,0.587067086461613,3-Standard (20-80%)
Male,C,Small,Employed,0,28,3,12005,139.6062055,1,0.6225281769191733,533.7849094905646,332.2961465721271,0.805723742633406,2-Medium Review (80-95%)
Male,B,Small,Employed,0,45,3,9695,184.4785165,1,0.4732489306920889,486.401643861165,230.18905784417058,0.6213368854444176,3-Standard (20-80%)
Male,B,Large,Unemployed,1,31,1,8675,129.4194752,1,0.56196602455297,524.2285509606708,294.5986347405322,0.7533301041414386,3-Standard (20-80%)
Male,A,Medium,Self-employed,0,24,0,7055,282.3344767,1,0.7271656109128137,768.4930730829064,558.8217349705973,0.9700896100750787,1-Highest Review (Top 5%)
Female,E,Small,Employed,0,21,8,7555,27.92054451,1,0.5842229401414453,405.97535107393253,237.18011322936832,0.6398643739404214,3-Standard (20-80%)
Male,E,Small,Self-employed,0,23,1,29050,145.223003,1,0.7535597056785395,555.7486156931769,418.78976327300614,0.8925486397029143,2-Medium Review (80-95%)
Female,A,Small,Unemployed,1,27,1,14880,206.2302755,1,0.6466372089641862,576.6672910665707,372.89452759622526,0.8491160087188181,2-Medium Review (80-95%)
Male,B,Small,Employed,1,50,7,17730,64.09908451,1,0.33778121252413834,332.4224115800148,112.28604525369556,0.17966416404294824,4-Low Risk (Bottom 20%)
Male,D,Large,Employed,0,23,8,5375,59.40378524,1,0.5899295761175084,448.30835410426357,264.4703573066661,0.7000080729797368,3-Standard (20-80%)
Male,D,Medium,Unemployed,0,28,0,17040,51.32331561,1,0.5901012789119596,486.8866172341835,287.31241551500943,0.7409784451441027,3-Standard (20-80%)
Male,C,Large,Housewife,1,35,6,30725,95.69355223,1,0.5279057195304483,326.73429512601876,172.4849031637748,0.4409461532251554,3-Standard (20-80%)
Female,B,Medium,Unemployed,0,51,5,11550,28.13630298,1,0.3183835679982904,392.64808961951314,125.01269974077307,0.24093808024541857,3-Standard (20-80%)
Male,C,Medium,Employed,1,25,12,26540,162.9324677,1,0.6506554325058538,498.4848730525965,324.3418906736628,0.7958747073544845,3-Standard (20-80%)
Male,D,Medium,Self-employed,0,46,12,7995,218.9832303,1,0.39980083379685327,399.48309311745726,159.71367371610538,0.3899249212884476,3-Standard (20-80%)
Female,E,Small,Housewife,1,28,1,20950,125.1320458,1,0.6568890765353148,316.18906830345594,207.70114508841874,0.562283038669573,3-Standard (20-80%)
Female,D,Small,Unemployed,1,35,13,7820,178.2443114,1,0.44924523432771846,364.61678003824494,163.80235078809952,0.4066763542423509,3-Standard (20-80%)
Male,C,Small,Employed,1,23,15,18230,114.1467007,1,0.6549475660466489,521.3915858799508,341.4841501292761,0.8160167917978526,2-Medium Review (80-95%)
Male,C,Medium,Employed,0,53,7,19525,43.18966881,1,0.33283357491604904,329.9567807617873,109.8206949087367,0.16743359974166463,4-Low Risk (Bottom 20%)
Female,C,Small,Employed,0,24,3,4760,24.13748405,1,0.5337858556886371,475.57245745342783,253.85385114372593,0.6757891337692742,3-Standard (20-80%)
Female,A,Large,Housewife,0,48,2,13570,30.85366237,1,0.30904976513853566,277.8396339554878,85.86627362012021,0.06821667877613627,4-Low Risk (Bottom 20%)
Male,B,Large,Unemployed,1,27,14,21565,174.6445246,1,0.6448585096402347,562.299215390595,362.6034340086524,0.8391055138451603,2-Medium Review (80-95%)
Male,D,Small,Self-employed,0,51,5,4135,63.5211087,1,0.3285099816870315,350.37191236031686,115.1006705131379,0.1932267700008073,4-Low Risk (Bottom 20%)
Male,A,Large,Self-employed,0,49,3,6585,91.45292269,1,0.3352947177561435,423.5938723689875,142.02878787919153,0.31658190037943007,3-Standard (20-80%)
Male,E,Medium,Housewife,0,58,0,18305,94.29603751,1,0.5123296370300507,291.8574132235187,149.52720258133485,0.34842980544118834,3-Standard (20-80%)
Female,E,Small,Unemployed,1,39,2,11195,63.82886936,1,0.4174899808644703,326.035103836339,136.11638926177875,0.2916767578913377,3-Standard (20-80%)
Male,E,Medium,Employed,1,30,1,8980,157.245582,1,0.5883601686671381,430.00667140355637,252.99879771499107,0.6740130782271736,3-Standard (20-80%)
Male,E,Small,Employed,0,42,3,8605,174.6445246,1,0.5242972800273753,416.5219023729588,218.38130048597026,0.592112698797126,3-Standard (20-80%)
Male,A,Medium,Housewife,1,44,15,40440,21.45273029,1,0.3268373244127951,313.88358193642165,102.5888700972044,0.1339307338338581,4-Low Risk (Bottom 20%)
Female,C,Medium,Housewife,1,33,0,8565,251.432848,1,0.5956956227827195,392.8741240529345,234.0333960029282,0.6312666505207072,3-Standard (20-80%)
Male,D,Large,Self-employed,0,67,4,9570,237.675525,1,0.49170885711654694,434.2179961364571,213.5088346196945,0.5777024299669008,3-Standard (20-80%)
Female,A,Large,Unemployed,0,23,13,14875,56.04309848,1,0.5402615899539215,489.4526181724454,264.432449700955,0.6998466133850004,3-Standard (20-80%)
Male,D,Medium,Housewife,1,45,2,6245,221.7063984,1,0.5354435403917942,381.88264489132905,204.47659539479554,0.5527165576814402,3-Standard (20-80%)
Male,C,Large,Employed,1,40,13,11625,39.45913644,1,0.2800317018858921,300.9261652778823,84.26886620476064,0.06264632275772988,4-Low Risk (Bottom 20%)
Female,A,Medium,Unemployed,0,22,0,17240,181.4165594,1,0.7415570453656958,734.0148713407287,544.3138992459121,0.9649632679421974,1-Highest Review (Top 5%)
Female,D,Medium,Self-employed,0,18,4,21500,156.1042255,1,0.7200020402119645,602.8657339240177,434.06455839917606,0.9034471623476225,2-Medium Review (80-95%)
Male,C,Large,Self-employed,1,50,0,9395,153.4523215,1,0.41873777971180115,413.29467203582794,173.06209333499962,0.4435295067409381,3-Standard (20-80%)
Male,C,Small,Unemployed,1,27,8,18290,253.6198858,1,0.7444320020803895,618.966607505969,460.7785508465752,0.9222975700330992,2-Medium Review (80-95%)
Male,B,Medium,Employed,1,44,0,28835,169.5291484,1,0.5024991538720706,448.0415028804393,225.1404760969916,0.6082586582707677,3-Standard (20-80%)
Male,A,Small,Employed,1,25,2,21280,276.9454965,1,0.75833412713585,648.008172346148,491.40671175301355,0.9418745458948898,2-Medium Review (80-95%)
Male,C,Large,Employed,0,28,1,27710,211.8309492,1,0.7046938410376479,551.1525380458019,388.3937990331445,0.8648179543069346,2-Medium Review (80-95%)
Male,A,Medium,Housewife,0,34,1,6595,245.331155,1,0.5795162564346605,471.24913811943304,273.0965363710341,0.7159522079599581,3-Standard (20-80%)
Male,D,Large,Self-employed,1,52,10,20950,258.9237292,1,0.48063830218760256,347.1434226715627,166.85042528845318,0.4196334867199483,3-Standard (20-80%)
Male,D,Small,Unemployed,1,28,3,11160,66.94554904,1,0.5818419995762057,480.0910333858534,279.33712684383187,0.7276983934770324,3-Standard (20-80%)
Male,E,Large,Unemployed,1,52,10,43675,183.8950396,1,0.5679403124607456,390.74917981635826,221.9222112786826,0.6007911520142084,3-Standard (20-80%)
Male,C,Large,Housewife,1,23,6,13475,156.1042255,1,0.7355864632865056,506.58922964309545,372.6401797722,0.8487527246306612,2-Medium Review (80-95%)
Male,B,Medium,Employed,0,19,5,8775,30.37476431,1,0.6126489783870346,648.4245950731273,397.256665732578,0.8728102042463873,2-Medium Review (80-95%)
Male,B,Medium,Unemployed,1,42,3,21670,129.8552354,1,0.5060540803067989,501.1935825265238,253.6310574611297,0.6754258496811173,3-Standard (20-80%)
Female,A,Large,Self-employed,0,39,13,19265,124.2334338,1,0.3025759139906485,322.54014508469476,97.59287919767789,0.11431339307338338,4-Low Risk (Bottom 20%)
Male,E,Small,Employed,0,24,1,24035,28.38649426,1,0.6567805352818411,446.3466552334918,293.1517951455121,0.7505852910309195,3-Standard (20-80%)
Female,E,Medium,Housewife,1,33,8,6265,29.08064837,1,0.3595500051805024,231.451249985863,83.2182981314508,0.05873092758537176,4-Low Risk (Bottom 20%)
Male,C,Large,Self-employed,1,30,7,13835,69.88926519,1,0.41483706612510207,377.95217716196373,156.78857230946383,0.3782594655687414,3-Standard (20-80%)
Male,E,Large,Housewife,0,47,2,13675,183.8950396,1,0.5754916838185661,346.39096276645506,199.34511842200146,0.5354403810446435,3-Standard (20-80%)
Male,A,Small,Housewife,1,25,6,17985,132.7922667,1,0.6710785965282228,472.67985298527844,317.20533234852735,0.7873577137321386,3-Standard (20-80%)
Male,D,Small,Housewife,1,29,0,13060,32.15775954,1,0.5197365192087717,323.31871320366264,168.04054259553075,0.4243158149673044,3-Standard (20-80%)
Male,C,Medium,Housewife,1,47,0,14010,251.432848,1,0.5974430816395927,424.87928460371234,253.84118911846744,0.6757487688705901,3-Standard (20-80%)
Male,E,Large,Retired,1,74,3,22380,216.4916013,1,0.34786406768256256,731.5891275753132,254.49356979068565,0.677605554210059,3-Standard (20-80%)
Male,B,Medium,Housewife,0,26,9,29325,275.0923407,1,0.7706329123886562,519.4419130911717,400.2990343021849,0.8756761120529587,2-Medium Review (80-95%)
Male,A,Large,Unemployed,1,38,1,9345,222.735365,1,0.5308332972990922,541.8216443022598,287.6169699929845,0.7415435537256801,3-Standard (20-80%)
Male,A,Small,Employed,0,41,1,8810,276.3355652,1,0.5485872318412843,514.5613070783935,282.28176306276896,0.7325018164204408,3-Standard (20-80%)
Male,C,Small,Employed,0,19,3,23480,260.3601885,1,0.8503251402444727,821.3925520261615,698.4507369974111,0.9944700088802777,1-Highest Review (Top 5%)
Male,C,Large,Unemployed,1,24,9,5585,225.0430894,1,0.7350641257703167,668.121809898732,491.1123741012931,0.9417130863001534,2-Medium Review (80-95%)
Male,C,Medium,Housewife,1,50,0,2060,88.95152383,1,0.43941982163298315,343.9904663867189,151.1562293830987,0.35525147331880197,3-Standard (20-80%)
Male,E,Medium,Housewife,1,49,9,8670,63.50810856,1,0.3758738152098249,250.08063225269842,93.99876135490693,0.10010494873657867,4-Low Risk (Bottom 20%)
Male,C,Large,Employed,1,43,5,12095,150.2239631,1,0.45577326298018556,413.86403456370607,188.62816146324462,0.5011705820618391,3-Standard (20-80%)
Male,D,Small,Retired,1,64,1,14355,30.18943347,1,0.15058539984759947,508.89707750501583,76.63246989736763,0.03959796560910632,4-Low Risk (Bottom 20%)
Male,A,Medium,Self-employed,1,38,5,22225,109.6318854,1,0.3764075436135572,414.30161929900845,155.9462548354589,0.37511100347138127,3-Standard (20-80%)
Male,D,Small,Self-employed,1,46,2,16505,221.7063984,1,0.4828075143923846,415.40471033639955,200.56051566440559,0.539073221926213,3-Standard (20-80%)
Male,D,Medium,Unemployed,1,38,1,17650,139.637282,1,0.5302656290050075,434.48774136124086,230.3939154678834,0.6218616291273109,3-Standard (20-80%)
Female,E,Medium,Employed,1,34,0,7470,141.4896565,1,0.48247727939687873,342.83194198820223,165.40862266081638,0.413699846613385,3-Standard (20-80%)
Male,E,Small,Housewife,0,31,11,9460,23.10511703,1,0.444723817098283,273.5842084896437,121.66941349732683,0.22580124323887946,3-Standard (20-80%)
Male,A,Medium,Unemployed,1,42,9,17715,222.735365,1,0.4872468264143079,488.48756412724924,238.0140153638579,0.641640429482522,3-Standard (20-80%)
Male,B,Small,Employed,1,27,4,8255,36.9071711,1,0.4779309748732743,467.6055195012804,223.48316179137083,0.6048276418826188,3-Standard (20-80%)
Male,A,Medium,Employed,0,18,1,10490,67.84790756,1,0.6467007906188886,663.0504948503805,428.79527923998637,0.8994914022765803,2-Medium Review (80-95%)
Male,A,Medium,Employed,1,22,3,22060,72.01288299,1,0.6363426267520877,581.5529605015967,370.06693848103913,0.8465730201017195,2-Medium Review (80-95%)
Female,A,Medium,Housewife,1,31,1,3085,225.1417422,1,0.5390245669035075,404.95580694125556,218.28112845157068,0.5917897796076532,3-Standard (20-80%)
Male,C,Large,Unemployed,0,22,1,1015,37.83728202,1,0.6678154233536571,639.4893139557792,427.0608269295184,0.8979575361265844,2-Medium Review (80-95%)
Male,A,Medium,Housewife,0,51,9,45725,222.711392,1,0.5268101033259517,401.2750496728791,211.39575038029582,0.5728990070234924,3-Standard (20-80%)
Female,D,Medium,Unemployed,1,35,11,28495,123.0152076,1,0.46660941665259786,328.6868095468431,153.368360464056,0.3646968596108824,3-Standard (20-80%)
Male,E,Large,Unemployed,1,54,1,18810,45.66982293,1,0.4372813061108031,328.3286022021097,143.57196000447286,0.3234439331557278,3-Standard (20-80%)
Female,A,Small,Unemployed,1,27,15,21115,216.4916013,1,0.6226901305882065,538.3837669275387,335.2462581346796,0.8091143941228708,2-Medium Review (80-95%)
Male,C,Medium,Employed,1,22,3,5975,32.9239514,1,0.584793293100358,562.9770052602784,329.2251768459357,0.8018083474610479,2-Medium Review (80-95%)
Female,B,Large,Self-employed,0,18,13,27000,122.4496948,1,0.643211812019494,538.1276142986386,346.1300378907547,0.8214256882215225,2-Medium Review (80-95%)
Female,E,Small,Self-employed,0,29,15,9265,276.9454965,1,0.6049273798872411,423.440001320457,256.15045053823394,0.6821264228626787,3-Standard (20-80%)
Male,D,Large,Employed,0,75,7,13890,28.51184808,1,0.3497437234416565,317.9073272324341,111.18609233565662,0.1742552676192783,4-Low Risk (Bottom 20%)
Male,C,Large,Employed,0,31,10,15865,63.5211087,1,0.4228820476892151,344.156970362831,145.53780435355048,0.33151691289254864,3-Standard (20-80%)
Female,E,Large,Housewife,1,56,2,7125,225.1417422,1,0.5208659567790274,287.71113840023264,149.85893737882034,0.35004440138855253,3-Standard (20-80%)
Male,E,Medium,Unemployed,0,54,0,29545,31.49451567,1,0.4770890306504422,374.8383445772678,178.83126246498514,0.46657786388956163,3-Standard (20-80%)
Male,C,Small,Employed,1,39,0,16295,73.85052034,1,0.4172515188821994,363.9345430992784,151.85224088187317,0.3581173811253734,3-Standard (20-80%)
Male,E,Small,Employed,1,34,14,9955,190.0515645,1,0.49293799599424254,364.91300888806666,179.87948731351278,0.47061435375797206,3-Standard (20-80%)
Female,A,Medium,Unemployed,0,26,5,14690,180.0831298,1,0.6499620543074329,641.0578968206406,416.66330754754597,0.8907322192621296,2-Medium Review (80-95%)
Male,B,Small,Employed,0,36,2,30965,59.70218923,1,0.4284503454818098,385.41913157781175,165.13296007981256,0.4127714539436506,3-Standard (20-80%)
Male,C,Large,Self-employed,0,57,1,11245,171.3729361,1,0.4204825587694859,405.62472528515275,170.5581223880708,0.43343828206991203,3-Standard (20-80%)
Male,B,Small,Employed,1,36,0,14060,223.3085718,1,0.5343935767447294,473.19516038335723,252.87245425555815,0.6736497941390167,3-Standard (20-80%)
Female,E,Medium,Unemployed,1,28,0,5325,201.3918071,1,0.6773636265337271,517.9640470024565,350.8500052916698,0.8267942197465085,2-Medium Review (80-95%)
Male,D,Small,Employed,1,45,3,5280,19.2833619,1,0.33354013679034794,342.0343354135952,114.0821790208463,0.18826188746266248,4-Low Risk (Bottom 20%)
Male,C,Large,Employed,0,35,14,22055,166.5549379,1,0.48387936935946285,393.3885331213832,190.35259532001908,0.5071445870670864,3-Standard (20-80%)
Male,D,Medium,Employed,1,25,7,42545,148.9956325,1,0.695872884514476,514.8791195630306,358.2904181065999,0.8346250100912247,2-Medium Review (80-95%)
Male,A,Small,Unemployed,0,24,3,26855,61.94412023,1,0.6774832200054698,645.5267636946397,437.3335504675545,0.9058286913699847,2-Medium Review (80-95%)
Male,A,Medium,Unemployed,0,24,1,15340,76.05272599,1,0.6525068303314624,661.9310738989161,431.91454692768275,0.9018325664002583,2-Medium Review (80-95%)
Female,C,Medium,Housewife,0,43,9,29965,225.0430894,1,0.5239102079496691,328.16345521606576,171.92818406373095,0.4390490029870025,3-Standard (20-80%)
Male,A,Small,Retired,0,54,3,14385,95.69355223,1,0.18944228827682735,717.2515613783239,135.87777705763696,0.2903043513360781,3-Standard (20-80%)
Male,E,Medium,Unemployed,1,18,2,18765,156.1042255,1,0.8230149888106791,730.5690913455605,601.2693125391945,0.9813514168079438,1-Highest Review (Top 5%)
Male,A,Small,Self-employed,1,38,7,33720,71.18027901,1,0.3381123044012803,356.6422012420285,120.5851165086874,0.2204730766125777,3-Standard (20-80%)
Male,E,Medium,Retired,0,69,4,46340,65.2951547,1,0.24498042918707003,654.5116030097666,160.34253341324984,0.3923871801081779,3-Standard (20-80%)
Male,C,Medium,Housewife,0,42,4,24065,45.65564192,1,0.42844630447064297,332.39824242375227,142.41479857899355,0.318115766529426,3-Standard (20-80%)
Male,D,Small,Employed,1,29,9,1915,106.5583041,1,0.5079932719052129,370.07689340200415,187.9965719358008,0.498829417938161,3-Standard (20-80%)
Female,C,Large,Unemployed,0,32,1,14015,64.12305444,1,0.46751145675430117,397.13997119748933,185.66748646989944,0.4905546137079196,3-Standard (20-80%)
Female,B,Medium,Self-employed,0,44,3,15685,291.3194903,1,0.48802075528954836,463.0454935999274,225.9758115200583,0.6103576330023411,3-Standard (20-80%)
Male,A,Small,Self-employed,0,74,7,46310,60.91112257,1,0.3489590568137474,397.2345778582994,138.61860362323927,0.3031807540163074,3-Standard (20-80%)
Female,E,Small,Unemployed,0,24,10,14505,99.43621052,1,0.6734283773003109,444.7139007134513,299.4829605203511,0.760434326309841,3-Standard (20-80%)
Male,E,Large,Housewife,0,31,3,15255,225.1417422,1,0.697266359841132,408.9984275163562,285.1808447350768,0.7369419552756923,3-Standard (20-80%)
Female,A,Medium,Housewife,0,31,13,9440,206.2302755,1,0.4729960967791833,368.36440096140507,174.23492384714663,0.44962460644223784,3-Standard (20-80%)
Female,B,Small,Housewife,1,30,7,16295,100.9312267,1,0.49516816617090176,313.46924697558234,155.2199921758726,0.37192217647533704,3-Standard (20-80%)
Male,A,Large,Housewife,1,36,1,29870,32.72004014,1,0.4018710231781021,301.92799724270355,121.33611317804046,0.22402518769677887,3-Standard (20-80%)
Female,D,Medium,Unemployed,1,40,4,8815,156.6298557,1,0.4672166076894677,415.17431091510144,193.97633314556603,0.5184871235973197,3-Standard (20-80%)
Male,D,Large,Unemployed,1,33,1,6215,205.4307964,1,0.598561669503859,495.315664595425,296.47697113165106,0.7559538225559054,3-Standard (20-80%)
Male,E,Small,Unemployed,0,29,1,8300,238.240414,1,0.7432056323511628,603.3754064479457,448.4320004942853,0.9134980221199644,2-Medium Review (80-95%)
Male,D,Small,Unemployed,0,21,10,18740,141.0368682,1,0.7647857734857594,605.4786221934828,463.0614364033346,0.9242350851699362,2-Medium Review (80-95%)
Male,D,Medium,Unemployed,1,48,3,15715,100.833778,1,0.48171111910869346,430.1758679062671,207.22049874268143,0.5603455235327359,3-Standard (20-80%)
Male,D,Small,Housewife,1,43,3,5350,168.6499611,1,0.510917911273832,352.51712145578637,180.10731138245413,0.4714216517316542,3-Standard (20-80%)
Female,B,Medium,Self-employed,0,28,0,20585,181.4165594,1,0.5648802788177645,499.7883696783226,282.32059361376685,0.7326229111164931,3-Standard (20-80%)
Male,C,Large,Housewife,0,25,0,9815,31.91620696,1,0.611696103745673,433.5142458150374,265.1789750833023,0.7014612093323646,3-Standard (20-80%)
Female,E,Small,Employed,0,21,0,11975,276.9454965,1,0.8295605202702782,608.7195294200828,504.9696895244028,0.9489787680632922,2-Medium Review (80-95%)
Female,B,Small,Housewife,1,43,0,23490,30.85366237,1,0.3609506528547309,267.5056800035561,96.5563498396323,0.10995398401550012,4-Low Risk (Bottom 20%)
Male,B,Medium,Employed,0,41,8,28340,190.0515645,1,0.4813735400316166,430.37031025341315,207.16887977119063,0.5601840639379995,3-Standard (20-80%)
Male,B,Medium,Self-employed,1,55,11,3925,290.1327193,1,0.41672029060421595,409.5484589466494,170.66715282875654,0.43372083636070075,3-Standard (20-80%)
Female,B,Medium,Housewife,1,23,15,29265,25.28528423,1,0.5450973002081833,371.41313485603547,202.45629707188283,0.5462178089932994,3-Standard (20-80%)
Female,E,Medium,Unemployed,1,34,4,19355,297.3851697,1,0.6777527061755443,453.41729310648327,307.30479742970897,0.7725437959150723,3-Standard (20-80%)
Male,A,Medium,Employed,0,31,0,8610,181.4165594,1,0.5362552419479477,537.3974565942962,288.182203108186,0.7427141357875192,3-Standard (20-80%)
Male,D,Large,Employed,1,31,3,25920,276.3355652,1,0.7009565929842724,468.3126031229347,328.26680673664805,0.8004763058044724,2-Medium Review (80-95%)
Male,D,Medium,Employed,1,22,1,12635,186.6850127,1,0.7336241431153873,602.8094532893457,442.2355686312513,0.9092597077581335,2-Medium Review (80-95%)
Female,B,Medium,Unemployed,0,20,9,22860,275.0923407,1,0.8125230871408027,736.4590125887396,598.3899504612699,0.9805441188342617,1-Highest Review (Top 5%)
Female,A,Small,Self-employed,0,33,4,11775,47.98269849,1,0.29503519167394066,357.1277623747548,105.36525782432132,0.1463227577298781,4-Low Risk (Bottom 20%)
Male,B,Small,Unemployed,0,30,1,19225,58.59040352,1,0.5399959489744591,492.0854573299152,265.7241535073983,0.7024703317994672,3-Standard (20-80%)
Female,A,Medium,Employed,1,50,0,29785,138.5066713,1,0.41802292135454683,368.8929941103706,154.20572706524274,0.36812787599903124,3-Standard (20-80%)
Male,E,Small,Self-employed,1,30,4,18960,92.10692821,1,0.5361351060604904,392.2266744433017,210.286489702413,0.5692661661419229,3-Standard (20-80%)
