gender,carType,carCat,job,cover,age,nYears,carVal,density,claimNumbMD,pred_claim_prob,pred_cond_sev,pred_expected_loss,pct_rank,action_band
Male,E,Medium,Employed,0,20,1,41965,237.675525,1,0.8535689483387909,744.2251440474392,635.247473531858,0.9874868814079276,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,0,22,7,45260,162.666477,0,0.7708067818900631,824.1139369317602,635.2326116371205,0.9874465165092435,1-Highest Review (Top 5%)
Female,C,Small,Employed,0,20,3,47340,291.3194903,1,0.8463811280942177,750.2525354746649,634.999587330594,0.9874061516105594,1-Highest Review (Top 5%)
Male,D,Medium,Unemployed,0,21,1,19895,201.6569069,1,0.8196775192838593,774.65580922386,634.9679520034442,0.9873657867118754,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,1,19,0,9755,189.9730181,1,0.8145925095629268,779.4100841883753,634.9016164576607,0.9873254218131913,1-Highest Review (Top 5%)
Male,B,Small,Employed,0,18,8,28850,270.874006,1,0.8330571224784181,762.0095723842993,634.7975016714743,0.9872850569145072,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,1,25,0,2665,270.7883545,1,0.7692948698787568,825.1519610299483,634.7851704907351,0.987244692015823,1-Highest Review (Top 5%)
Male,C,Medium,Employed,0,21,6,11590,272.9669948,1,0.8072292030926215,785.8704357801869,634.3775656088914,0.9872043271171389,1-Highest Review (Top 5%)
Male,C,Small,Unemployed,0,22,2,18915,178.2443114,1,0.8026182741866766,789.6252117588733,633.767624716196,0.9871639622184548,1-Highest Review (Top 5%)
Male,B,Medium,Employed,1,19,4,6485,225.1417422,1,0.7617135546673798,831.5271266849024,633.3854834695096,0.9871235973197707,1-Highest Review (Top 5%)
Female,D,Small,Unemployed,0,20,0,16515,270.4632326,1,0.8536041225132832,741.8271655363253,633.226726694151,0.9870832324210866,1-Highest Review (Top 5%)
Male,B,Medium,Unemployed,1,25,0,17080,270.4632326,1,0.7985022938254898,792.5753846181647,632.8732626472242,0.9870428675224026,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,0,25,2,43245,237.4189585,1,0.8372011155713738,755.8775611537037,632.82153743325,0.9870025026237185,1-Highest Review (Top 5%)
Male,C,Medium,Unemployed,0,20,11,6680,223.3475567,1,0.7763548102925799,814.9231336577965,632.6694948339333,0.9869621377250343,1-Highest Review (Top 5%)
Male,D,Small,Self-employed,0,19,4,11990,282.3344767,1,0.8169188338141224,774.1848351217176,632.4461726642122,0.9869217728263502,1-Highest Review (Top 5%)
Male,A,Large,Self-employed,0,19,3,9055,237.675525,1,0.7468990852056914,846.7387467528544,632.4283953579205,0.9868814079276661,1-Highest Review (Top 5%)
Female,A,Small,Unemployed,0,23,4,26820,295.7970919,1,0.8221881927306792,768.5598250994693,631.9008136039396,0.986841043028982,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,22,3,6145,201.6569069,1,0.7979222083052471,791.530651107823,631.5798850732442,0.9868006781302979,1-Highest Review (Top 5%)
Male,E,Small,Self-employed,0,18,2,6845,284.1301175,1,0.8316601546047604,759.3565977468037,631.5266254822516,0.9867603132316138,1-Highest Review (Top 5%)
Male,C,Small,Self-employed,0,20,5,23880,237.675525,1,0.8003708611141367,788.8044118369841,631.3360663525971,0.9867199483329296,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,1,19,3,20985,186.6850127,1,0.8443267420245302,746.615831403754,630.3877124730675,0.9866795834342456,1-Highest Review (Top 5%)
Male,E,Medium,Employed,0,19,1,43800,216.4916013,1,0.845448204195903,745.396204001422,630.1938820874452,0.9866392185355615,1-Highest Review (Top 5%)
Male,C,Medium,Employed,0,21,6,16480,270.874006,1,0.815172041180624,773.0025799405297,630.1300909280101,0.9865988536368774,1-Highest Review (Top 5%)
Male,C,Small,Employed,1,19,0,10150,240.0004036,0,0.8088561678265953,778.4735370412717,629.6731219256181,0.9865584887381933,1-Highest Review (Top 5%)
Male,C,Medium,Self-employed,0,19,7,7045,270.7883545,1,0.7767886211827427,810.3969222836607,629.5071078714632,0.9865181238395092,1-Highest Review (Top 5%)
Male,A,Medium,Self-employed,1,21,0,37120,248.5121203,1,0.77804455302578,808.7720200687997,629.2606648541865,0.986477758940825,1-Highest Review (Top 5%)
Male,A,Small,Housewife,0,18,0,8955,250.8413259,1,0.830035604141701,757.3530361999681,628.629984950792,0.9864373940421409,1-Highest Review (Top 5%)
Male,C,Small,Employed,0,18,2,23815,207.1446249,1,0.8162863949356203,770.0265681314211,628.5622113046455,0.9863970291434568,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,20,5,7210,222.711392,1,0.7476701160044986,840.409832398854,628.3493168809724,0.9863566642447728,1-Highest Review (Top 5%)
Male,B,Large,Unemployed,0,24,4,26435,201.3918071,1,0.7915265335818888,793.4709295470975,628.0532943624132,0.9863162993460887,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,21,0,8215,240.0004036,1,0.7776683183888631,807.5592007579235,628.0132056528686,0.9862759344474046,1-Highest Review (Top 5%)
Male,C,Small,Unemployed,1,18,2,23420,129.8552354,1,0.8099324789940745,775.2981141390518,627.9391235440731,0.9862355695487204,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,20,5,21600,222.735365,1,0.7770219357724584,807.6423412718755,627.5558154268731,0.9861952046500363,1-Highest Review (Top 5%)
Male,B,Large,Self-employed,1,20,4,1885,272.9669948,1,0.7731377991784701,811.6981708253788,627.5545373891233,0.9861548397513522,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,1,20,1,36905,183.8950396,1,0.8526678108520245,735.7656437553468,627.363680761002,0.9861144748526681,1-Highest Review (Top 5%)
Male,B,Medium,Employed,0,22,2,16160,272.9669948,1,0.8000185268130303,784.0233301111485,627.2331895425672,0.986074109953984,1-Highest Review (Top 5%)
Male,E,Small,Employed,0,18,6,6185,284.9991194,1,0.8498949981809734,737.6810590125626,626.9514423076204,0.9860337450553,1-Highest Review (Top 5%)
Male,A,Medium,Employed,1,23,3,41250,282.3344767,1,0.8022006957338016,781.5388200362472,626.9509851760519,0.9859933801566159,1-Highest Review (Top 5%)
Male,A,Large,Self-employed,0,20,1,25515,297.3851697,1,0.8092032283143149,774.6813545093876,626.8746529839027,0.9859530152579317,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,21,5,45190,129.3156084,1,0.8210493035765151,763.4451748282416,626.8261291115786,0.9859126503592476,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,1,23,7,19925,272.9669948,1,0.8156836025187267,768.3488182502692,626.7295320613861,0.9858722854605635,1-Highest Review (Top 5%)
Male,D,Medium,Employed,0,18,0,14935,238.240414,1,0.822356753193693,762.0413681233099,626.6698652891648,0.9858319205618794,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,22,1,22260,178.2443114,1,0.7848277571104314,798.4392008413105,626.6372471853309,0.9857915556631953,1-Highest Review (Top 5%)
Female,B,Small,Unemployed,0,23,5,1115,275.2822626,1,0.793615994467295,789.3255119966127,626.4213511615986,0.9857511907645112,1-Highest Review (Top 5%)
Male,A,Medium,Self-employed,0,21,0,7535,248.5121203,1,0.7422483176630204,843.7399635537316,626.2645684928154,0.985710825865827,1-Highest Review (Top 5%)
Male,D,Large,Employed,0,18,0,19945,258.9237292,1,0.8526553407134474,734.4202018699208,626.2073074522361,0.985670460967143,1-Highest Review (Top 5%)
Male,C,Small,Unemployed,0,26,4,10575,253.6198858,1,0.7851578021414928,797.4304305857478,626.10872423945,0.9856300960684589,1-Highest Review (Top 5%)
Male,B,Large,Unemployed,0,25,6,10070,276.3355652,1,0.7886719179466647,793.5971061220417,625.8877517621935,0.9855897311697748,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,0,22,11,5280,296.4319078,1,0.7758753541522637,806.3707798479029,625.6432143925288,0.9855493662710907,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,23,1,18605,245.331155,1,0.8338893398999653,750.0052414086456,625.4213756797695,0.9855090013724066,1-Highest Review (Top 5%)
Male,A,Large,Employed,0,18,7,15285,285.6217445,1,0.8077697909800731,774.0354342837692,625.2424409625703,0.9854686364737224,1-Highest Review (Top 5%)
Female,A,Small,Unemployed,0,23,0,24455,275.0923407,1,0.8217556141375457,760.5736189178295,625.0056413106366,0.9854282715750383,1-Highest Review (Top 5%)
Male,B,Medium,Employed,1,21,0,22885,258.9237292,1,0.8148680403664977,766.8294709327869,624.8648282742782,0.9853879066763542,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,20,2,8930,125.9456252,1,0.7525161080075109,829.9642685381888,624.5614811456585,0.9853475417776701,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,0,18,7,49700,123.0199289,1,0.8301537961622459,752.1531350936449,624.402780393324,0.9853071768789861,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,21,15,25090,208.8164363,0,0.7770865738260048,803.3579319070915,624.2786628616266,0.985266811980302,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,22,3,15495,290.1327193,0,0.8022364225780374,778.0929351633005,624.214492738651,0.9852264470816178,1-Highest Review (Top 5%)
Male,B,Large,Employed,1,19,5,43525,200.6565503,1,0.7973919804279831,781.7101201643782,623.3293808384701,0.9851860821829337,1-Highest Review (Top 5%)
Male,C,Small,Employed,1,19,0,11440,236.3993842,1,0.807537916230123,771.2567255766652,622.819049050648,0.9851457172842496,1-Highest Review (Top 5%)
Male,E,Medium,Employed,0,18,6,5185,249.7835716,0,0.8241023179434858,755.6417221927702,622.7260947938695,0.9851053523855655,1-Highest Review (Top 5%)
Male,B,Large,Unemployed,0,26,3,5910,260.3601885,1,0.7696447095554431,808.5953078355651,622.3311008469976,0.9850649874868814,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,19,2,23825,153.4523215,1,0.8287593791812666,750.772230799319,622.2095279037783,0.9850246225881973,1-Highest Review (Top 5%)
Male,C,Small,Unemployed,1,22,15,17465,270.7883545,1,0.8131614861762925,764.5750865201893,621.7230136481245,0.9849842576895133,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,19,6,8195,169.5291484,0,0.798656360512198,777.6978749269326,621.1133543672146,0.9849438927908291,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,25,4,26275,211.8309492,1,0.7850100764122951,789.952668755251,620.1208048616561,0.984903527892145,1-Highest Review (Top 5%)
Male,D,Medium,Unemployed,0,22,0,8430,190.0515645,1,0.7929493355416743,781.9384481563085,620.0375729000328,0.9848631629934609,1-Highest Review (Top 5%)
Male,A,Medium,Employed,1,21,3,13865,270.4632326,1,0.78144923748883,793.435639988991,620.0296758658588,0.9848227980947768,1-Highest Review (Top 5%)
Female,A,Medium,Unemployed,0,19,3,21890,182.367931,1,0.7716820683312302,803.4528056781002,620.0101228922064,0.9847824331960927,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,23,6,13695,249.8117276,1,0.8199168863935283,755.8232989585616,619.7122859457887,0.9847420682974086,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,24,0,43225,297.3851697,0,0.8183637807277123,756.564808566903,619.1452371043487,0.9847017033987244,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,22,3,17815,251.432848,1,0.7771125334638135,796.4440178012951,618.926628435663,0.9846613385000403,1-Highest Review (Top 5%)
Male,A,Large,Unemployed,0,20,6,10380,153.4523215,1,0.7557979543917972,818.8523225683392,618.8869103461228,0.9846209736013563,1-Highest Review (Top 5%)
Male,C,Small,Employed,0,20,5,15475,222.711392,1,0.7986268714239042,774.4054913235618,618.4610347492276,0.9845806087026722,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,22,2,18575,290.1327193,1,0.7985631340278555,774.4349160122008,618.4351736313022,0.9845402438039881,1-Highest Review (Top 5%)
Male,D,Large,Unemployed,0,24,5,15590,284.1301175,1,0.8352290493565727,740.4083114720243,618.410530126484,0.984499878905304,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,0,18,1,21300,148.3685156,1,0.8439208505913701,732.6048272564088,618.2604889655723,0.9844595140066198,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,0,20,0,6290,148.4018477,1,0.8223600791321107,751.2626421324678,617.8084058330548,0.9844191491079357,1-Highest Review (Top 5%)
Male,A,Medium,Employed,0,21,4,21760,222.2151274,1,0.7724037026600111,799.8456952598017,617.8037765753418,0.9843787842092516,1-Highest Review (Top 5%)
Male,E,Medium,Employed,0,21,3,41460,223.3085718,1,0.8385348303698968,736.5876980117358,617.6544404048237,0.9843384193105675,1-Highest Review (Top 5%)
Male,A,Large,Unemployed,0,19,0,1220,103.9493988,1,0.7543555603875515,818.5651188934673,617.4891489765843,0.9842980544118834,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,26,0,6045,253.6198858,1,0.7607869521429329,811.5293479094272,617.4009391705549,0.9842576895131994,1-Highest Review (Top 5%)
Female,D,Small,Unemployed,0,18,7,29935,260.3601885,1,0.8543180672796903,721.6603089701183,616.5274403918156,0.9842173246145152,1-Highest Review (Top 5%)
Male,D,Medium,Self-employed,0,19,1,9115,284.2162652,0,0.8040724703949685,766.7034300611907,616.4851210695977,0.9841769597158311,1-Highest Review (Top 5%)
Male,B,Large,Unemployed,0,22,11,8660,272.9669948,1,0.7925863889489111,777.4453971002862,616.192639892668,0.984136594817147,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,21,11,6115,238.240414,1,0.7611439301820536,809.2743584223489,615.9742657651466,0.9840962299184629,1-Highest Review (Top 5%)
Male,E,Small,Self-employed,0,20,4,44660,213.2556548,1,0.8226261769468994,748.2710765809517,615.5473750477289,0.9840558650197788,1-Highest Review (Top 5%)
Male,C,Medium,Self-employed,0,20,0,19135,222.2151274,1,0.779217565358161,789.9187329996793,615.5185519588133,0.9840155001210947,1-Highest Review (Top 5%)
Male,A,Small,Employed,1,23,5,43955,270.4632326,1,0.8032820191953455,765.5974841224557,614.9906929367627,0.9839751352224106,1-Highest Review (Top 5%)
Male,A,Medium,Housewife,0,21,4,5785,270.4632326,1,0.8118916999008388,756.983747559579,614.588821603454,0.9839347703237264,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,0,24,1,17160,216.4916013,1,0.7567949732251279,811.6262851814143,614.2346927626785,0.9838944054250424,1-Highest Review (Top 5%)
Male,A,Large,Unemployed,0,22,0,9535,162.666477,1,0.7585071520234966,809.5400531854801,614.0419201906685,0.9838540405263583,1-Highest Review (Top 5%)
Male,A,Medium,Self-employed,0,19,3,23470,207.1446249,1,0.7466613337114859,822.2293154033923,613.9268372557789,0.9838136756276742,1-Highest Review (Top 5%)
Male,C,Large,Unemployed,1,23,0,27000,205.4307964,0,0.8170245716935746,750.8971113099904,613.5013907539873,0.9837733107289901,1-Highest Review (Top 5%)
Male,E,Small,Self-employed,0,20,4,19165,276.3355652,1,0.841850167177104,728.5520478300979,613.3316632629894,0.983732945830306,1-Highest Review (Top 5%)
Male,B,Small,Housewife,0,18,2,16260,250.8413259,0,0.8423950848302711,728.0806121592449,613.3315290431628,0.9836925809316218,1-Highest Review (Top 5%)
Male,D,Medium,Employed,0,18,3,18990,225.0430894,1,0.8134560612960232,753.6727025844211,613.0796281506523,0.9836522160329377,1-Highest Review (Top 5%)
Male,D,Small,Employed,0,18,3,15180,232.9029787,1,0.8191633270031194,748.2337942247278,612.9256842532955,0.9836118511342536,1-Highest Review (Top 5%)
Male,E,Large,Unemployed,0,25,4,35640,240.0004036,1,0.8447204665327396,725.2990256819986,612.6749313498393,0.9835714862355696,1-Highest Review (Top 5%)
Female,A,Small,Unemployed,0,19,0,23235,182.367931,0,0.7926985590920478,772.8226032965703,612.6153640669565,0.9835311213368855,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,0,25,6,15735,249.7835716,1,0.7579452515386634,808.2008811377091,612.5720201476903,0.9834907564382014,1-Highest Review (Top 5%)
Male,C,Medium,Employed,0,18,3,9210,178.2443114,1,0.7655401840099465,800.0024809783935,612.4340464966131,0.9834503915395172,1-Highest Review (Top 5%)
Male,A,Medium,Housewife,0,20,0,23475,296.4319078,1,0.8569881052815199,714.4090356382835,612.2400458476504,0.9834100266408331,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,0,22,3,22525,190.0515645,1,0.8383673438073858,730.1276472661956,612.1151762788962,0.983369661742149,1-Highest Review (Top 5%)
Male,D,Medium,Unemployed,1,24,5,2735,270.7883545,0,0.8023712475548139,762.7957901858528,612.0454098009827,0.9833292968434649,1-Highest Review (Top 5%)
Male,B,Medium,Housewife,1,19,3,37320,232.9029787,1,0.8370458682369895,731.1653479584526,612.0189335066834,0.9832889319447808,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,0,24,1,18225,251.432848,1,0.8371003689476756,730.5310240647887,611.5277897723579,0.9832485670460968,1-Highest Review (Top 5%)
Male,E,Small,Employed,0,19,1,15355,284.9991194,1,0.8633327264536919,708.2555197457864,611.4601688880064,0.9832082021474126,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,0,18,2,9690,129.6690079,1,0.8162208507400717,749.1195516300211,611.4469977374769,0.9831678372487285,1-Highest Review (Top 5%)
Male,B,Medium,Employed,1,18,3,14175,211.8309492,1,0.7645473673009872,799.7460184441542,611.4437129109248,0.9831274723500444,1-Highest Review (Top 5%)
Female,A,Large,Unemployed,0,20,6,27105,222.711392,1,0.7962693739366564,767.7841693635104,611.3630198575582,0.9830871074513603,1-Highest Review (Top 5%)
Male,C,Large,Employed,0,18,6,19660,222.735365,1,0.8082654586333256,756.166775072055,611.1834852568973,0.9830467425526762,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,19,3,10645,200.6565503,1,0.7555169879652952,808.7902015223679,611.0547369500234,0.9830063776539921,1-Highest Review (Top 5%)
Female,E,Large,Unemployed,0,21,4,13390,270.7883545,1,0.8515407722477522,717.2707565791875,610.7852939681708,0.982966012755308,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,22,2,6445,148.9956325,0,0.7552811530200639,808.3712916235914,610.5476012057845,0.9829256478566238,1-Highest Review (Top 5%)
Male,A,Large,Employed,0,20,6,13065,249.7835716,1,0.7807495781083833,781.6697226920454,610.2883062119114,0.9828852829579398,1-Highest Review (Top 5%)
Female,A,Medium,Unemployed,0,23,1,8000,270.874006,1,0.7696842078888265,791.1365527690197,608.9253109499197,0.9828449180592557,1-Highest Review (Top 5%)
Female,A,Small,Unemployed,0,21,0,2640,210.189841,0,0.7613836802353805,799.1505084373055,608.4601551759712,0.9828045531605716,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,23,0,7925,162.9324677,0,0.7603956488798742,799.5265618030381,607.956518758916,0.9827641882618875,1-Highest Review (Top 5%)
Male,A,Large,Unemployed,0,23,5,18595,190.0515645,1,0.7643525919822945,794.6407304663456,607.3857020266552,0.9827238233632034,1-Highest Review (Top 5%)
Male,B,Medium,Unemployed,1,22,0,13925,171.3729361,1,0.7635714396761696,795.3700001738894,607.321816108012,0.9826834584645192,1-Highest Review (Top 5%)
Male,A,Small,Self-employed,1,19,0,7490,240.0004036,1,0.7465978155808133,813.2568986902471,607.1758240681653,0.9826430935658351,1-Highest Review (Top 5%)
Male,A,Small,Self-employed,0,22,5,21740,284.2162652,1,0.7830750454841647,774.923788473803,606.8234809058846,0.982602728667151,1-Highest Review (Top 5%)
Male,D,Large,Employed,0,20,3,18765,270.7883545,1,0.8435874214142943,719.1694130483705,606.6822707135065,0.982562363768467,1-Highest Review (Top 5%)
Male,A,Large,Unemployed,0,18,8,9595,171.3729361,1,0.7538206317955816,804.5594338819565,606.4935007659918,0.9825219988697829,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,20,0,5490,137.8873343,1,0.7985169336579834,759.2082670803733,606.2406574368109,0.9824816339710988,1-Highest Review (Top 5%)
Male,E,Large,Self-employed,0,18,5,9805,249.8117276,1,0.8119460162514185,746.4559607689937,606.0819436535096,0.9824412690724146,1-Highest Review (Top 5%)
Female,E,Small,Unemployed,0,20,2,5950,237.675525,1,0.8289814615311978,730.9047594947441,605.9064957660615,0.9824009041737305,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,22,2,20350,157.245582,0,0.77067270504713,786.1315976675269,605.850164897455,0.9823605392750464,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,22,1,18320,276.3355652,1,0.8039211821880474,752.9984092394482,605.3513713414962,0.9823201743763623,1-Highest Review (Top 5%)
Male,B,Medium,Employed,0,20,8,28435,297.3851697,1,0.823072431477941,735.2252360180405,605.1436226933116,0.9822798094776782,1-Highest Review (Top 5%)
Female,A,Small,Unemployed,0,21,7,13485,270.7883545,1,0.7916066589006392,763.9929578673032,604.7819128009527,0.9822394445789941,1-Highest Review (Top 5%)
Male,D,Medium,Employed,0,18,2,8040,225.1417422,1,0.7923614753153481,762.912288842165,604.5023067231868,0.98219907968031,1-Highest Review (Top 5%)
Male,B,Medium,Unemployed,0,23,2,28535,150.2239631,1,0.7758637147548431,778.9848706344568,604.3860954682705,0.9821587147816259,1-Highest Review (Top 5%)
Male,A,Small,Housewife,0,20,0,17575,270.7883545,1,0.8481062872849823,712.4564328609227,604.2387801259795,0.9821183498829418,1-Highest Review (Top 5%)
Male,B,Medium,Unemployed,0,23,3,27090,137.8873343,1,0.7714941136423986,782.5787626128049,603.7549088173309,0.9820779849842577,1-Highest Review (Top 5%)
Male,A,Medium,Self-employed,1,19,1,9880,250.8413259,1,0.7387994022144735,816.9766545827154,603.5818640288905,0.9820376200855736,1-Highest Review (Top 5%)
Male,D,Small,Unemployed,0,20,0,8750,139.2056697,1,0.8006578846529929,753.8315868987193,603.5612037509374,0.9819972551868895,1-Highest Review (Top 5%)
Male,C,Small,Employed,1,21,0,21335,253.6198858,1,0.8283651630789712,728.4233402539201,603.4005190399674,0.9819568902882054,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,19,2,16520,100.833778,1,0.7567461303853777,796.9009981359237,603.0517466396054,0.9819165253895212,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,22,2,16815,260.3601885,1,0.7891315477991883,764.1453357379997,603.0111915344581,0.9818761604908371,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,0,20,4,28480,109.6318854,1,0.8263313491372642,729.3543643058048,602.6883758559674,0.9818357955921531,1-Highest Review (Top 5%)
Female,A,Medium,Unemployed,0,20,1,14245,206.2302755,1,0.757591184769007,795.369649467944,602.5650350697294,0.981795430693469,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,22,9,10650,237.675525,1,0.7638569895942681,788.7991139734698,602.5297165944006,0.9817550657947849,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,0,20,1,9255,147.9690558,1,0.807233850044982,746.4031820536122,602.5219143349631,0.9817147008961008,1-Highest Review (Top 5%)
Male,B,Medium,Self-employed,0,20,1,41090,182.367931,1,0.7564944858711945,796.442375602252,602.5042654572584,0.9816743359974166,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,1,24,5,15270,282.3344767,1,0.8367656621251434,719.9629724138267,602.4402933174421,0.9816339710987325,1-Highest Review (Top 5%)
Male,C,Medium,Employed,0,20,0,25230,189.9730181,0,0.8039397626154963,749.0027879274686,602.153123524754,0.9815936062000484,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,0,19,9,8065,180.0831298,1,0.7369720897975419,817.007282475389,602.1115643456981,0.9815532413013643,1-Highest Review (Top 5%)
Male,A,Medium,Housewife,0,20,5,30560,234.675271,0,0.8267057996701678,728.317032739859,602.1039149646089,0.9815128764026803,1-Highest Review (Top 5%)
Male,A,Small,Unemployed,0,27,0,28405,296.4319078,1,0.8053358717141611,746.9941585406691,601.581191833736,0.9814725115039962,1-Highest Review (Top 5%)
Male,E,Medium,Employed,0,18,2,9610,222.6929824,1,0.8126405734768353,740.0945289202125,601.4308424087898,0.981432146605312,1-Highest Review (Top 5%)
Male,A,Medium,Unemployed,0,21,3,43190,76.05272599,0,0.742282006130444,810.0900831925518,601.3152920985457,0.9813917817066279,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,1,18,2,18765,156.1042255,1,0.8230149888106791,730.5690913455605,601.2693125391945,0.9813514168079438,1-Highest Review (Top 5%)
Male,E,Medium,Employed,1,18,3,7025,237.675525,1,0.8136063241243175,738.6705957415735,600.9870681400214,0.9813110519092597,1-Highest Review (Top 5%)
Male,C,Small,Unemployed,0,24,2,29190,183.8950396,0,0.7994474366391935,751.3486744034271,600.6637717740758,0.9812706870105756,1-Highest Review (Top 5%)
Male,E,Medium,Unemployed,0,19,2,20080,126.1401885,0,0.8229703314691966,729.8053023151882,600.6081115543077,0.9812303221118915,1-Highest Review (Top 5%)
Female,B,Small,Unemployed,0,24,0,6130,270.7883545,1,0.7876820523892627,762.0123698153319,600.2234674021465,0.9811899572132073,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,18,11,18495,186.6850127,1,0.7781147352477017,771.3013069875102,600.1609122827928,0.9811495923145233,1-Highest Review (Top 5%)
Male,A,Small,Self-employed,0,23,0,35115,249.8117276,1,0.776769025277517,772.4838235283114,600.0415066447359,0.9811092274158392,1-Highest Review (Top 5%)
Male,E,Medium,Self-employed,0,19,0,18630,237.4189585,1,0.8191236239473343,732.5388466603713,600.0398747586439,0.9810688625171551,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,1,25,1,9750,259.0040603,1,0.7759227833638395,773.2971788215145,600.0188993585942,0.981028497618471,1-Highest Review (Top 5%)
Female,C,Medium,Employed,0,19,5,23980,276.9950185,1,0.8259181650633193,726.3683083628305,599.9207804031762,0.9809881327197869,1-Highest Review (Top 5%)
Male,B,Small,Housewife,0,18,3,3295,216.4916013,1,0.8073196899918745,742.9625919194928,599.8083293840044,0.9809477678211028,1-Highest Review (Top 5%)
Male,B,Medium,Unemployed,1,22,0,29465,139.637282,1,0.7842622136010415,764.6837813925133,599.7125950997074,0.9809074029224186,1-Highest Review (Top 5%)
Male,C,Small,Employed,0,21,5,11520,223.3475567,1,0.7834696311548697,765.3798463059709,599.6518658787098,0.9808670380237345,1-Highest Review (Top 5%)
Male,A,Medium,Self-employed,1,21,0,27010,249.8117276,1,0.7718901996377799,776.2565051607482,599.1847887386554,0.9808266731250505,1-Highest Review (Top 5%)
Male,C,Small,Unemployed,0,22,0,1485,126.1401885,1,0.7737561178490222,774.1689874221355,599.01799026686,0.9807863082263664,1-Highest Review (Top 5%)
Male,C,Small,Employed,0,22,6,11945,284.1301175,1,0.8110433191091142,738.2351413495151,598.7406793230967,0.9807459433276823,1-Highest Review (Top 5%)
Male,A,Small,Employed,0,20,2,6305,212.4247054,1,0.750321385874712,797.7210083320192,598.5471325130533,0.9807055784289982,1-Highest Review (Top 5%)
Male,C,Small,Employed,0,21,0,9775,216.4916013,0,0.7878397773877593,759.6411228435884,598.4754931156803,0.980665213530314,1-Highest Review (Top 5%)
Male,E,Medium,Employed,0,21,0,13885,258.9237292,0,0.8397439458857814,712.6876231470229,598.4751168454397,0.9806248486316299,1-Highest Review (Top 5%)
Male,A,Large,Employed,0,20,1,3020,225.1417422,1,0.7598933214504697,787.5475757241595,598.4521431172969,0.9805844837329458,1-Highest Review (Top 5%)
Female,B,Medium,Unemployed,0,20,9,22860,275.0923407,1,0.8125230871408027,736.4590125887396,598.3899504612699,0.9805441188342617,1-Highest Review (Top 5%)
Female,B,Medium,Unemployed,1,18,3,10645,184.4785165,1,0.7511301573081669,796.5742645070796,598.3309526068401,0.9805037539355776,1-Highest Review (Top 5%)
Male,E,Small,Unemployed,1,19,0,36385,120.7793723,1,0.8449154303832749,707.9683108475418,598.1733500574709,0.9804633890368936,1-Highest Review (Top 5%)
Male,B,Small,Unemployed,0,24,4,16985,181.4165594,1,0.7618131642246146,784.5551273740521,597.6844240934722,0.9804230241382094,1-Highest Review (Top 5%)
